Date,City,State,Shape,Duration,Summary,Posted
12/31/08,Carver,MA,Unknown,20 seconds,2 fast moving objects 15 seconds apart travelling low and on the same flight path.  Extremely fast!,3/19/09
12/29/08,Revere,MA,Circle,seconds,Spearmint colored object flys extremely fast in the sky then dissappears completely leaving only green trail,1/10/09
12/29/08,Oxford,MA,Triangle,20 sec,viewed 6 bright lights in a huged triangle formation,1/10/09
12/12/08,Pittsfield,MA,Triangle,5 minutes,Triangular shaped craft with numerous colored lights seemed to float overhead.,1/10/09
11/16/08,Brockton,MA,Triangle,2 minutes,"Suspected UFO, hovering in an unpopulated area over the tree line.",1/10/09
11/12/08,Worcester,MA,Other,2 seconds,Large green streak viewed across sky.,1/10/09
11/12/08,Randolph,MA,Cigar,2 sec,Possible Tomahawk Missile,6/9/09
10/31/08,Cambridge,MA,Light,cum. 1 min,"Maybe nothing, maybe something?",1/10/09
10/29/08,Fitchburg,MA,Triangle,2 hours,Last night around 3am i was smoking a cig. i look up to the sky and see this really bright star but it starting moving and flickering.,10/31/08
10/23/08,Franklin,MA,Sphere,25 seconds,Spherical object hovered then moved away at an extremely high rate of speed.,10/31/08
10/19/08,North Adams,MA,Unknown,1 hour,Star like object flashing colors and hovering for over an hour in one stop.  ((NUFORC Note:  Possible star??  PD)),10/31/08
10/13/08,Newburyport,MA,Light,5 MIN,WS OUT FOR RUN AT 6 SAW SMALL BRIGHT LIGHTS HIGH UP OVER CONSTRUCTION SITE THOUGHT THEY MUST HAVE BEEN ON TOP OF CRANE. NO CRANE THERE,10/31/08
10/6/08,Hadley,MA,Oval,12 seconds,Flat circular cloud formation falling from the sky as if heavy then hovering,10/31/08
9/20/08,Nantucket,MA,Unknown,15 minutes,"saw object that I thought was a plane, no noise moved too slow",10/31/08
9/19/08,East Bridgewater,MA,Formation,3.0 minutes,"1 large bright,  white,  round object and 2 smaller ones on either side of the larger one moving West to East in about 3 minutes.",10/31/08
9/18/08,Holbrook,MA,Circle,10-May,"9/18/08, 8:10 p.m., Looming cirle of four large very bright lights (white, tinged with blue and red)",10/31/08
9/8/08,Willbraham,MA,Disk,2.5 hours,We live in a rural part of Western Mass and it my husband first noticed a light in our bedroom which woke him up. After looking around,10/31/08
8/31/08,Dedham,MA,Fireball,5 seconds,"Clear/no clouds night.  On patrol, parked in lot with second cruiser.  Noticed two distinct flashes similar to lightning flash or trans",10/31/08
8/31/08,Hanover,MA,Sphere,2 minutes,It was a blue round shape object.,10/31/08
8/26/08,Fall River,MA,Circle,10 minutes,Circular pulsating lights,10/31/08
8/25/08,Boston,MA,Light,10 minutes,Bright light in the sky,10/31/08
8/20/08,Amesbury area,MA,Sphere,15 minutes,Redish orangecraft above Mass,10/31/08
8/19/08,S. Dartmouth,MA,Triangle,about 45 seconds,"Object approximately 200 feet long.  Black and triangular shaped, with approximately 6 bright lights. Very large, and low in the sky.",10/31/08
8/17/08,Rehobeth,MA,Formation,5 minutes,"ufo fleet seen for 5 minutes, strange and totally unexpected!",10/31/08
8/15/08,Plymouth,MA,Unknown,1min 30 sec,Orange light over the sky,10/31/08
8/4/08,Sudbury,MA,Sphere,15 minutes +,Unidentified Bright cylindrical object in the sky,8/12/08
8/4/08,Canton,MA,Cigar,10 seconds,Unidentified Flying object  spotted in the sky in massachussetts,8/12/08
8/2/08,Southborough,MA,Triangle,less than 30sec,"Spotted traveling along main road about 5 feet off of pavement, passed by my car and then disappeared",8/12/08
7/30/08,Marshfield,MA,Unknown,Ten Minutes,Strange orange lights seen at Marshfield MA. late July.,8/12/08
7/28/08,Achusnet,MA,Sphere,7 seconds,red colored ball of light Circling us,8/12/08
7/25/08,Quincy,MA,Light,5 seconds,Bright stationary light in sky,8/12/08
7/15/08,Bedford,MA,Flash,1 second,Unexplained  quick flashes  of light  from  a clear blue sky,1/10/09
7/13/08,Cambridge,MA,Other,15 SEC,Yellow and metallic Craft,1/10/09
7/13/08,Lenox,MA,Oval,2 minutes,"A small, oval, metallic object was seen rocking back and forth while flying in a straight trajectory over Lenox, MA.",8/12/08
7/12/08,Malden (Boston),MA,Oval,2-3 Mins,Large very bright (white) oval shaped object with big red light and center and green lights around,8/12/08
7/7/08,Bradford,MA,Unknown,1 hour,Large jet like sound hovering in the neighborhood for an hour,8/12/08
7/4/08,Lowell,MA,Oval,15 minutes,Multiple orange globes traveled slowly across skyline then dissapeared,8/12/08
7/2/08,Amesbury,MA,Oval,still there,"Whitish blue oval craft seen becoming brighter than brightest star in sky, and camflauging to totally black.",7/5/08
7/2/08,Beverly,MA,Fireball,6 minutes,Orange light moving across sky,7/5/08
6/30/08,Marlborough,MA,Cylinder,30 seconds,"Cylinder, vertical,silver, no noise, perpendicular to strong winds, straight path. Changed shape to bow.",7/5/08
6/25/08,Bellingham,MA,Oval,30 seconds,Oval beige object with vibrating yellowish-white light in center.,7/5/08
6/20/08,Watertown,MA,Circle,1-2 min,Three objects moving SSW to NNE across Massachusetts night sky.,7/5/08
6/19/08,Arlington,MA,Light,5 minutes,Two balls of light holding planes midair,7/5/08
6/18/08,Hanover,MA,Cone,10 seconds,The best way I can describe it is a sailboat with a blue flame for a sail.,7/5/08
6/13/08,Blue Hills,MA,Disk,30 seconds,Disc that flashed 3x then slowly disappeared as if by active metamaterial cloaking,8/12/08
6/9/08,Lowell,MA,Egg,10 min,"Blimp-like Craft crossing Lowell, MA super slowly... proceeded by Tactical Craft",6/12/08
6/9/08,Norfolk,MA,Cigar,1:00,"No lights, no trail, no haze around the object, no beams , no change in color, no landing , no sound,",6/12/08
6/7/08,Brighton,MA,Oval,8:30-8:36,"I have been researching UFOs for about 6 months now. As I researched the subject I was believed more and more, but there was always apa",6/12/08
5/20/08,Weymouth,MA,Light,3 min,Bright white light travelling from West to East.,6/12/08
5/15/08,West Roxbury,MA,Triangle,2 min,"I saw a triangular shaped opject, lit at all three corners with a bluish light, move across the sky not too far above my house,",6/12/08
5/15/08,West Roxbury,MA,,,"I didnt really know how else to send this in, but Im thinking that the sighting I had on 5/15 (triangular object with blue lights at th",8/12/08
5/11/08,Westborough,MA,Light,1 hour,"Bright, white ""double star"" looking object with random red and green flashes underneath hovering in the southern sky.",6/12/08
4/24/08,Lakeville,MA,Light,approx 3 seconds,"1 Unknown Light, High Speed, South to North, Green White morphing light.",6/12/08
4/21/08,Canton,MA,Unknown,10 min,On the night in question this strange rhythmic humming sound was heard off in the distance to the south.  At first I thought it was a m,1/10/09
4/19/08,Lunenburg,MA,Fireball,4 min,"Strange light in sky, appears as fireball and last 4 min remaining stationary.",6/12/08
4/7/08,Uxbridge,MA,Light,30 mins,Lights in sky moving in circle patern,1/5/11
4/6/08,Stoneham,MA,Cylinder,30 seconds,"cylinder, with three rows of brightly lit illuminated panel lights underneath, flew over",8/12/08
3/21/08,New Braintree,MA,Other,14 seconds,Black craft flew over the tree line in my back yard!,3/31/08
3/6/08,Belmont,MA,Fireball,seconds,"The lights were vivid, bright and gone in an instant.",3/31/08
3/6/08,Barnstable,MA,Sphere,one second,Fast moving bright object moving horizontally with a blue white trial,3/31/08
3/4/08,Milton,MA,Unknown,1 second,Clearly visible light/object flew just above the tree line  at an amazing speed into the horizon.,3/4/08
3/1/08,Georgetown,MA,Unknown,5min,"At about 17:30, I went outside of restraunt,to have a cigerette,and looking up at the sky,I noticed a silver object heading North.It wa",3/4/08
2/20/08,Charlton,MA,Circle,3 seconds,Bright circular greenish/turqoise light moving extremely fast horizontally toward the west for 3 seconds,3/4/08
2/14/08,Ashby,MA,Light,,Bright oblong object dissapears in the  morning sky,3/4/08
1/29/08,Boston,MA,Cylinder,2 min.,Large cylinder moving north at great speed without sound over logan airport. ((NUFORC Note:  Possible contrail??  PD)),2/14/08
1/23/08,Newton,MA,Disk,under 1 min,I took my dog out and saw a lit up saucer shaped space craft for about 1 min in the sky and then it just turned off like a lightbulb,2/14/08
1/21/08,Norwood,MA,Light,5 seconds,bright blue-white light moving to fast and then gone?,2/14/08
1/16/08,Fall River,MA,Flash,5 Minutes,It was about 5:30 am at the time i spotted this object in the early morning sky...,1/21/08
1/16/08,North Falmouth,MA,Unknown,10 min,Very large silent strobing light object of indiscernible shape moving slowly over the horizon before dawn.,1/21/08
1/16/08,Wareham,MA,Unknown,10 mins,UFO fleet?  Hundreds of sparkling lights,3/4/08
1/13/08,Dunstable,MA,Light,1 minute,Bright light hovers over trees then begins strobing and appearsr to intersect with plane while flying away.,3/31/08
1/12/08,Roslindale,MA,Oval,five second or less,I had a short Close Encounter of the First Kind.,1/21/08
1/8/08,Springfield,MA,Formation,2 minutes,"1 large light  center, 3 lights on either side  1 additional light off to right side, width of 5 c-5 aircrafts side by side.",2/14/08
1/1/08,Grafton,MA,Circle,about 45 minutes from the,Two friends and i saw 9-10 balls of light  forming a circle over the tree tops flying around on particular area in the distance.,1/21/08
12/10/07,Mashpee,MA,Triangle,2 minutes,triangular UFO spotted over cape cod and pursued by jet aircraft,3/31/08
12/10/07,Taunton,MA,Unknown,22:00,a mysterious cloud and 2 smokey streaks,3/4/08
12/5/07,Ware,MA,Circle,3 hours,"Strange lights seen over Ware, MA, skies.  ((NUFORC Note:  Possible sighting of Venus??  PD))",3/4/08
11/29/07,Attleboro,MA,Other,5 seconds,BOOMERANG OBJECT TRAVELING NORTH TO SOUTH OVER ATTLEBORO MASS.,3/4/08
11/23/07,East Falmouth,MA,Other,15-20 minutes,Bright Underwater Lights in ocean,3/4/08
11/15/07,Attleboro,MA,Disk,seconds,Rotating disk revealed after i had a feeling it would happen before my eyes. psychic,10/31/08
11/11/07,Boston,MA,Light,10 minutes,large lights flashing rapidly,1/10/09
11/10/07,Lynnfield,MA,Oval,Less than 1 minute,"Possible oval blinking UFO shown, with shooting star directly next to it.",11/28/07
11/10/07,Lakeville,MA,Disk,1 hour,NEVER SEEN ANYTHING LIKE IT OR EVER REPORTED SOMETHING LIKE THIS.  ((NUFORC Note:  Sirius??  PD)),11/28/07
11/2/07,Hyannis,MA,Diamond,2 hrs?,"My sister saw something highly unusual from the windows of her second floor apartment in Hyannis, Massachusetts. She is 56 years old an",6/12/08
11/1/07,Erving,MA,Triangle,drive by,"Rt 2 in MA, 11/1/07",3/4/08
11/1/07,Topsfield,MA,Disk,3 minutes,4 round flasing white lights in the night sky,11/28/07
11/1/07,Plymouth,MA,Light,30 min,"11/1/07,  2:45am ,  Glowing orb out over water near nuclear power plant , Plymouth, MA.  ((NUFORC Note:  Celestial body?  Venus?  PD))",11/28/07
10/16/07,Southbridge,MA,Disk,few minutes,crazey dident expect it stil dont no wat to say seen it above a few trees nothing else around andd then it wasent there,4/17/08
10/15/07,Worcester,MA,Circle,15 seconds,"a stationery, very bright  silver circular object about  500 feet in air, 60 to 70 feet across then vanished.",3/4/08
9/21/07,North Dartmouth,MA,Other,30 seconds,mirror shaped object hovering,10/8/07
9/14/07,Hyannisport,MA,Cylinder,30 sec,Bright light - focused individual,10/8/07
9/1/07,Boston area,MA,Egg,7-8 seconds,A round fast moving polished object,10/8/07
8/23/07,Foxboro,MA,Light,2 min,Witnessed intense blinding light followed by loud electrical noise as it dissappeared and turned to a green color.,10/8/07
8/22/07,Truro,MA,Other,3 minutes,Straight line of black smoke crosses sky,10/8/07
8/19/07,Williamstown,MA,Light,2-3 minutes,2 unblinking star-like objects moving quickly across the sky.   ((NUFORC Note:  ISS in formation with Space Shuttle??  PD)),10/8/07
8/12/07,Rangeley,MA,Unknown,5 minutes,"Red and green flashing lights seen at approximately 11:40 pm in Rangeley, ME.",8/14/07
8/12/07,East Sandwich,MA,Light,1 minute,Intense white light replaced by dot high in the night sky over Cape Cod,8/14/07
8/12/07,North Attleboro,MA,Other,20 Seconds,View of sky occluded as an object passed overhead.,10/8/07
8/12/07,Lynn,MA,Fireball,10minutes,2 balls of fire spheres not that big they seem to be observing earth is what i believe they moved fast like speed of light.,10/31/08
7/24/07,Hopkinton,MA,Oval,1 minute,driving home on 135 and noticed very large object in sky. it was only a couple hundred feet in the air. it hovered for a while and then,8/7/07
7/18/07,Gloucester,MA,Other,5 mins,strange metal object/objects,8/7/07
7/17/07,Gloucester,MA,Other,5 minutes,3 spinning object or objects in day sky,8/7/07
7/16/07,North Reading,MA,Changing,2:00,"Absolutely no characteristics of any aircraft I have ever seen, or any description availible of a craft on this site.",8/7/07
7/15/07,Melrose,MA,Oval,2 Minutes,"High, dark oval object not consistant with planes.",8/7/07
7/15/07,Middleboro,MA,Triangle,25 min,Strange Very Slow Moving Red/White V Shape Vertical Triangle Balloon Spheres,6/27/11
7/6/07,Belmont,MA,Other,3 min,((HOAX??))  I saw something  unbelievable.,7/4/11
7/5/07,North Attleboro,MA,Disk,20:00,Friends and i spot UFO,3/19/09
7/4/07,Rehoboth,MA,Light,5 seconds,"Saw one, possibly two lights. One shot past the window at a very fast speed while the other shot off into the clouds.",6/12/08
7/3/07,Holyoke,MA,Disk,Unknown,"Picture of dark, disc like object in the sky, Holyoke, MA.",8/7/07
6/29/07,North Adamas,MA,Light,5-10 seconds,Bright Flashing Orange and White light seen in Berkshire County,8/7/07
6/10/07,Wakefield,MA,Circle,6 minutes,Rapid moving circular pattern of green light,6/12/07
6/5/07,Methuen/Haverhill line,MA,Sphere,0.2,large bright lighted object seen in sky on 495 in methuen/haverhill line...any other witnesses????,6/12/07
5/29/07,West Bridgewater,MA,Unknown,30 minutes,6 PEOPLE SIGHTING IN WEST BRIDGEWATER.  ((NUFORC Note:  May not be serious report??  PD)),6/12/07
5/28/07,Springfield,MA,Triangle,3 minutes,"May 28,2007 Springfield,Ma. around l:00 a.m. in the morning",6/12/07
5/26/07,West Bridgewater,MA,Other,1 MIN,BRIGHT GLOWING OBJECT    WEST BRIDGEWATER    MAY 26    10:10PM,8/7/07
5/22/07,Worcester? (South of; on Rt 146 N),MA,Cone,5-8 seconds,Silver cone shaped object spotted off RT 146 N highway over/near power lines,6/12/07
5/8/07,Norton,MA,Light,approx one year,strange lights,6/12/07
5/7/07,Lakeville,MA,Light,30sec,Opened door to go to work and in front of my house the craft went just above the tree line and moved e-s-e 10sec-later that night went,10/8/07
5/4/07,Middleboro,MA,Sphere,15 minutes,Two fast moving brights spheres moving together over wooded lake area,6/12/07
5/4/07,Randolph,MA,Other,,wow what was that in the sky,6/12/07
4/22/07,Worcester,MA,Diamond,about 1 minute,Diamond shape object slowly flying over Worcester skies and then disappearing,4/27/07
4/21/07,Worcester,MA,Changing,Hours,LED Nav Lights and an Ultra bright Strobe,6/12/08
4/20/07,Foxboro,MA,Light,2 minutes,I was driving on Route 95 and there appeared a large light in the sky.  I was scared and terrified as I initially thought that the obje,4/27/07
4/20/07,florence,MA,Triangle,4 sec,"perfect triangle , silent , pale red with a pale red light on each point",6/12/07
4/11/07,Northampton,MA,Egg,15 seconds,"Pure white, opaque, slightly elliptical, non-luminous thing moving at a very high rate of speed, with no apparent effect on atmosphere.",4/27/07
4/5/07,Brewster,MA,Flash,30 minutes,"Bright flashing oval shaped light hovering in Brewster, Cape Cod, MA. Changing colors Also red lights around it.  ((Sirius??  PD))",4/27/07
4/1/07,Lynn,MA,Circle,15 minutes,"Red light over Lynn, MA.",4/27/07
3/26/07,Framingham,MA,Unknown,2 minutes,Dark shape in nighttime sky.,4/27/07
3/18/07,Dennis,MA,Unknown,2 hours,three objects hover in the sky for two hours above cape cod.,4/27/07
3/14/07,Andover,MA,Circle,6 minutes,Green circle stayed in clouds moving in a circular formation for 6 minutes at least 250 feet above us,4/27/07
2/24/07,Marlboro,MA,Other,1 hour,Tetrahedron inter-dimensional craft or construct composed of smaller particles to create it as a hole.,3/3/13
2/7/07,Leicester,MA,Oval,15 minutes,Oval craft glowing green,2/24/07
2/7/07,Pittsfield,MA,Unknown,15 seeconds,Amber light blinking suddenly stops mid-air and object carrying dissapears,2/24/07
2/5/07,Malden,MA,Oval,10 second,Around 12:30am- 1:00am EST I heard a loud explosion will a smaller blast behind it. I ran to the window looking into the sky expecting,2/24/07
2/4/07,Westborough,MA,Disk,10 seconds,Disc Above the Mass Pike,2/24/07
1/29/07,Cohasset,MA,Light,10 minutes,"Bright lights, worm shaped light",2/1/07
1/12/07,Wellesley,MA,Fireball,3 seconds,Green fireball seen close to horizon,2/24/07
1/12/07,Boston,MA,Fireball,1-2sec,green light streaks over the middle of the Charles River in the area of the Hatch Shell,2/1/07
1/6/07,Sturbridge,MA,Cylinder,15mins,It shot up into the sky and was gone in seconds.  ((NUFORC Note:  Student report.  PD)),12/12/09
1/4/07,Pittsfield,MA,Light,15 seconds,"Two fast-moving, silent, amber lights subdued with haze moving southeast over Pittsfield, MA at 19:15.",2/1/07
1/2/07,Worcester,MA,Fireball,10 seconds,a green fireball that moved quickly down and up and then across the sky before it disappeared.,2/1/07
12/30/06,Westport,MA,Circle,5MINS,I GOT UP TO LET MY DOGS OUT AS I DO EVERY NIGHT.. I ALWAYS CHECK THE WINDOWS. I GLANCED OUT MY KITCHEN WINDOW ( THAT FACES  WEST ) AND,2/1/07
12/18/06,New Bedford,MA,Circle,5 min +,"Circle shaped craft over new bedford, MA 12 lights lite up around it and 2 blinking ones on top.",2/1/07
12/13/06,Cataumet,MA,Unknown,1 hour,NOAA Doppler sees streak across US.,2/1/07
12/1/06,Upton,MA,Light,10,"Low object  in nightsky, with what seemed to be three BRIGHT lights, that while watching just Disappeared.",12/7/06
11/24/06,Townsend,MA,Fireball,5-10 minutes,Large fireball heading towards sun 5 fighters in percuit,12/7/06
11/20/06,Peabody,MA,Circle,1 min,round object with green lights spotted over massachusetts,4/27/07
11/9/06,Brookline,MA,Triangle,5 minutes,UFO over Harvard Street?,12/7/06
10/22/06,Cheshire,MA,Disk,1 hour,7 light object hovers and moves in a radical fashion.,10/30/06
10/16/06,Nantucket,MA,Circle,30 seconds,Brilliant white light,12/7/06
10/16/06,Gloucester,MA,Cone,5-10 minutes,Orange light hovering over ocean,8/7/07
10/15/06,Cape Cod,MA,Other,picture,one picture only on file,10/30/06
10/14/06,Provincetown,MA,Circle,three minutes,Bright oval light in western sky at sunset,10/30/06
10/12/06,Seekonk,MA,Formation,4-5 minutes,"Ufo, massachusetts, circular, discs, formation, triangle",10/30/06
10/3/06,Braintree,MA,Light,45 minutes,"We witnessed blinking lights that moved rapidly in all directs and that, once ""still"", emitted sparks.",10/30/06
9/27/06,Boston,MA,Other,10 seconds,fast moving odd shaped craft,10/30/06
9/22/06,Peabody,MA,Triangle,2-5 minutes,Triangular craft flying over Peabody Massachussetts.,10/30/06
9/22/06,North Attleboro,MA,Oval,2 minutes,Hiding in the clouds,2/1/07
9/12/06,Raynham,MA,Disk,30 seconds,saw silver refective disk doing manuvers a plane just cant do.,10/30/06
8/19/06,Woburn,MA,Cylinder,5-6 seconds,"Bright, hazy clyindrical object appearing and disappearing in Boston area",10/30/06
8/16/06,Chicopee,MA,Unknown,about 30 minutes,Whitish light with red light/s flash left and then right at odd intervals,10/30/06
8/16/06,Forestdale,MA,Circle,2 Seconds,"I was outside on the phone with my girlfriend, something weird in my gut told me to look up  to the sky.",10/30/06
8/2/06,East Harwich,MA,Formation,10 seconds,7 orange/red v shaped objects moving wsw  - steady movement,10/30/06
7/30/06,Hyannis,MA,Oval,1 second,"Glowing orange craft zips away like a shooting star in hyannis, ma at around 3:30am 7/30/06",10/30/06
7/27/06,Methuen,MA,Oval,3 sec,Found an bright oval shape ball of light flying in the northeast directon...,10/30/06
7/26/06,Quincy,MA,Oval,10 seconds,small star like object traveled through sky like a plane then speed up as it came close to star went around and disappeared puff,10/30/06
7/15/06,South Yarmouth,MA,Sphere,2 min,object seen on cape cod ma. beach,10/10/11
7/15/06,Southwick,MA,Disk,10 min,me and my friends were in a state park late at nite. and we heard this noise. we thought it was a plane at first. then the noise went q,10/30/06
7/1/06,Norfolk,MA,Sphere,1 minute,It was a ball of opal or white with a little pink and green sheen to it.  Not metal.  No sound and it was pretty close to a plane.,7/16/06
6/30/06,Blackstone,MA,Unknown,,"Strange, slow moing object with multiple beamlike searchlights.",10/8/07
6/30/06,Andover,MA,Fireball,30 Seconds or so,Small red dot zipping around in the sky. Like someone was using a lazer pointer in the sky.,7/10/10
6/26/06,Randolph,MA,Disk,10 seconds,a silver shiny disk with a hole in the middle flying erratically to the toward the east.,7/16/06
6/25/06,Marlborough,MA,Light,less then 3 seconds,Bright round object at low altitude that proceeded east and then vertical out of sight within 2-3 seconds of eye contact.,7/5/08
6/18/06,Onset,MA,Sphere,2 minutes,"In a lighted early summer evening, a dark spherical object flew north over water & trees of cove/inlet at low even height (~100 feet),",7/16/06
5/28/06,East Bridgewater,MA,Flash,20 minutes,"While sitting outside, at the same moment two persons notices a bright flash in the northern sky, right of the big dipper.  It was thou",7/16/06
5/27/06,Belmont,MA,Other,30 minutes,"follow up on a 3 light ufo, awkwardly moving.",7/16/06
5/27/06,Belmont,MA,Triangle,20 minutes and ongoin,"Star- looking, awkward moving, 3 lighted ufo.",7/16/06
5/22/06,Centerville,MA,Triangle,1:14,Large triangel craft with large white dome at the bottom.,7/16/06
5/22/06,Malden,MA,Oval,,pper on our deck when I noticed a really bright matalic object flying a straight direction but at a abnormal speed(slow)then we are use,7/16/06
5/19/06,Sunderland,MA,Oval,2 min.,red and oval shaped,7/16/06
5/16/06,Westhampton,MA,Other,At least 20 minutes,Colorful spinning ferris-wheel-shaped object seen in Northwest sky.,7/16/06
5/16/06,West Bridgewater,MA,Light,About 30 Sec.,"Meteor rapidly decelerates and changes direction, procedes to fly off as if it were a normal aircraft.",7/16/06
5/6/06,Still River,MA,Light,8 Minutes,Bright Yellow/Pale Orange Light in the Northwest Sky over the Former Fort Devens,5/15/06
4/29/06,West Yarmouth,MA,Unknown,30 min,Bright lights over Lewis Bay,7/16/06
4/25/06,Sturbridge,MA,Unknown,40 to 45 minutes,Cylinder of Light in the Night Skies.,5/15/06
4/21/06,South Dennis,MA,Unknown,8 minutes,2 flying objects with revolving red lights blinking from right to left slowly flying south in night sky.I went out into my backyard,5/15/06
4/1/06,Boston,MA,Fireball,less than 2sec.,"At 12:52 am on Saturday morning April 1, I saw a large fiery orange ball arch across the sky from NW to SE (I think).  It was the about",5/15/06
3/30/06,Franklin,MA,Triangle,8 seconds,"Solid, silent Black Triangle UFO over Franklin, Massachusetts",2/24/07
3/28/06,Sutton,MA,Oval,30 minutes,Object hovered in the sky in one place for several (10-15) minutes then drifted slowly over horizon.,5/15/06
3/25/06,Southwick,MA,Triangle,1 minute,Early morning trangle spotted near airport,2/1/07
3/24/06,Boston,MA,Cigar,30 seconds,3 totally black and silent cigar shapes flying at a low height through edge of city center,5/15/06
3/17/06,North Andover,MA,Other,1 hour,"mass. sighting 4 or 5 objects, all blue ring surrounding a five pointed star shape, sometimes red dot would flash around it",5/15/06
3/16/06,Middleboro,MA,Triangle,20 minutes,UFO's seen in Middleboro Massachusetts,5/15/06
3/11/06,Natick,MA,Unknown,2 minutes,"While walking my dog, a rather warm March night.  He pulled, bolted straight into the neighbours yard.  I did not have his regular leas",5/15/06
3/11/06,East Boston,MA,Light,30 seconds,"First, i'd preface this by saying that I live no less than half a mile from Logan Airport.  From my terrace I watch planes take off and",5/15/06
2/20/06,Northampton,MA,Changing,3-5  minutes,"February 20th, 2006 - Bright ball changing direction and shape in Western sky over Western Massachussettes with green and blue lights.",3/11/06
2/17/06,Cambridge,MA,Triangle,2 minutes,weird lights spotted over East Cambridge,3/11/06
1/27/06,Billerica,MA,Light,1second,Extremely fast bright blue light,2/14/06
1/21/06,Berkley,MA,Other,10 seconds,I was driving north on rt.24 when I noticed what looked light lightning in a cloud formation. I enjoy watching thunderstorm so I am qui,2/14/06
1/9/06,Wellfleet,MA,Other,30 seconds,I noticed two bright stars to the right of the moon. They were stationary and side by side. I was on the cell phone and described how t,2/14/06
12/27/05,Lee,MA,,Approx. 5 mins.,Low flying and slow moving (and quiet) jet shaped crafts with strange light configurations.,2/14/06
12/20/05,Lawrence,MA,Oval,2 minutes,15 glowing Objects Moving North To South,2/14/06
12/16/05,Newton,MA,Chevron,4-5 seconds,Cheveron of light amber lights over 128 South in Massachusetts.  I noticed them for about 5 seconds then they disappeared.,2/14/06
12/15/05,Bolton,MA,Light,15 seconds,2 Bright Lights in the Southwestern Sky before Dusk,12/16/05
12/14/05,Chelmsford,MA,Circle,5 seconds,Bright light covered distance in seconds.,12/16/05
12/10/05,Stoughton,MA,Changing,45 minutes,An unknowm light in the southwest dark sky.,12/16/05
12/2/05,Boston,MA,Light,10 seconds,Fleet of Star-like objects witnessed over Boston.,12/16/05
11/23/05,Franklin,MA,Light,1minute,Did anyone else see this in Mass Thanksgiving Eve?,12/16/05
11/18/05,Pittsfield (proximity of; to south; 90 E on highway),MA,Cigar,4 seconds,Green ovular/cigar shaped ball of pure energy radiates off treetops and cuts over highway,12/16/05
11/16/05,Leominster,MA,Flash,1 second,"Bright green flash of 2 parallel lines, lasted a second or less.",12/16/05
11/14/05,Boston,MA,Light,10 minutes,Bright white/red light over Boston then fades out,12/16/05
11/10/05,Westfield,MA,Other,30 minutes,((HOAX))  Westfield Route 10 Lost Time.,10/3/14
11/8/05,Agawam,MA,Light,2 seconds,shooting star like till changed angle to giant question mark shape lasted 2sec never seen one change direction or last that long before,12/16/05
11/4/05,West Bridgewater,MA,Light,5 min,White light circles another bottom to top,12/16/05
10/20/05,Quincy,MA,Fireball,10 sec,3 UFOs seen in broad daylight,11/3/05
10/19/05,Marlboro,MA,Circle,20minutes,looking over  cornfield round bright object lookin through binoculars many separate bright lights moved foward back north then soth in,11/3/05
10/7/05,Boston,MA,Cigar,Saw Later In Photos,"Cigar shaped, late evening, red line (light?) on top, yellow line (light?) on bottom, three side lights, 1 bright white light in front",12/16/05
10/2/05,Westfield,MA,Light,>1.5 Hours,Three bright lights appeard at different times.  Moving in zig-zag patterns in the sky over a long period of time.,10/11/05
9/28/05,Duxbury,MA,Light,10 Minutes,Strange bobbing light above horizon.,10/11/05
9/28/05,Oak Bluffs,MA,Oval,15 minutes,Went on my second floor balcony at 8:30 pm and noticed very bright yellowish light at 30 degrees above the horizon. Object too bright t,10/11/05
9/11/05,West Tisbury,MA,Light,10sec,small bright  fast moving group of lights  West Tisbury Marthas Vineyard Ma  20 secs,10/11/05
9/10/05,Needham,MA,Rectangle,5 MINUTES,"Needham, MA event.  (NUFORC Note:  Probably local aircraft.  PD))",10/11/05
9/8/05,Westboro,MA,Light,1 hour,Bright Light looked like enormous star....Hovered over house....no noise....moved away silently and very rapidly until out of sight...m,10/11/05
9/1/05,Fall River,MA,Cylinder,8SECONDS,OBJECT  SPEED APPX. 70 MPH,10/11/05
8/15/05,Taunton,MA,Disk,5 mins.,It was over 300 yds long and approx 80 yds high and made no no sound at all.,11/21/10
8/4/05,Boston,MA,Disk,30sec~1min,Black Disc Floating over Charles River.,9/2/05
7/31/05,Groten,MA,Diamond,5 min,"if seeing the 1st object wasnt enough,when the 2nd one came out and chased  the 1st object they moved in ways impossible for our planes",5/15/06
7/31/05,Carver,MA,Changing,15 minutes,My 19 year old son and some friends were on our deck. He came in and asked his older brother (my 20 year old son) if he wanted to see a,10/11/05
7/28/05,Methuen,MA,Triangle,2 minutes,"3 red flashing triangles, 1 ball white light ,objects  hovered then darted zig zag across sky appeared to chase white ball 2-3 minutes",10/11/05
7/1/05,Braintree,MA,Sphere,1 1/2 minutes,Small metallic sphere seen suspended 40 feet in air.. In BROAD DAYLIGHT 3:00.. in Braintree,9/24/12
6/22/05,Woburn,MA,Light,30 sec,"It appeared like a satelite moving across the sky, stopped, did a ""S"" then streak off at 90 degrees.",7/5/05
6/18/05,Boston (north of; on Flight AA96 from),MA,Teardrop,15 secs,"Horseshoe crab - shaped silver object quickly overtaken by our AA 757, at same altitude - not recognised as an aircraft.",6/20/05
