Date,City,State,Shape,Duration,Summary,Posted
3/1/87,Revere,MA,Light,1 hour,Dancing Lights in sky as a child.,3/6/01
12/15/86,Attleboro,MA,Disk,2 minutes,"large disc, no more than 80ft above our car, 4 witnesses, 2 full minute sighting",5/12/11
1/15/86,South Yarmouth,MA,Circle,2+ hours,"white,luminous, circular object encircled with colored lights hovering above neighbors house for over 2 hours.",1/17/04
12/20/85,West Yarmouth,MA,Diamond,60 minutes,"Unmoving object, diamond shaped with lights on top, bottom and around center.",12/23/02
9/30/85,Amherst,MA,Rectangle,less than 10 seconds,Drum like Object with Vertical Rectangle Light Panels.,12/20/12
11/24/84,Williamstown,MA,Triangle,20 mins,Don't want to divulge any information that might involve other witnesses of this event without their permission. Suffice to say that my,11/28/07
11/11/84,Edgartown,MA,Triangle,10 minutes,"My fiance and I, both artist, were getting married August 12, 1984 and spending our honeymoon on Martha's Vineyard.  About 11:00 the ni",5/15/06
6/1/84,Wakefield,MA,Egg,2 MIN.,UFO OR WATHER SATELLITE ?   MY HEART TELLS ME =UFO,3/4/03
12/20/83,Amesbury,MA,Oval,5 minutes,"A Blimp shaped craft witnessed December 20th, 1983 near Amesbury, Ma. USA",1/26/15
10/25/83,Orange,MA,Diamond,1 minute,Flying object from north orange down east rd.,3/18/14
10/1/83,Ayer,MA,Unknown,20 seconds,Zero to top Speed Instantaneously,5/12/09
9/7/83,Lawrence,MA,Triangle,2 minutes,"I remembered my cousin and I were walking home when this craft was moving slowly over top of us.  It was triangler, black, silent.",3/13/15
6/30/83,Amesbury,MA,Triangle,3 min,I was driving up a long hill to the top in my car . About 3 quaters of the way up the hill the stars in the sky blacked out and a huge,10/30/06
8/13/82,Littleton (I think),MA,Rectangle,6-7 minutes,"Football-field-sized, soundless, rectangular object with lights on bottom, over northeastern Massachusetts",8/5/01
7/20/82,Athol,MA,Triangle,10 minutes,"What i seen was a large dark colored v shaped craft,with 5 sets of lights on it's under side.",11/28/07
6/15/82,New Bedford,MA,Other,10 min.,"strange craft, erratic movement, no blinking lights or sound",11/8/03
6/15/82,Agawam,MA,Sphere,2min,"ufo reported by channell 22,in northhampton massachusettes",7/16/03
6/8/82,Dennisport,MA,Disk,1/5 minutes,Kite flying and Alien interest?,11/16/02
6/1/82,Agawam,MA,Disk,2min,i saw it in agawam but chanell 22 reported it  in northhampton mass later that night   on the news.it had colored lights rotating.it ho,7/26/02
9/4/81,Raynham,MA,Disk,2 Min.,There was a silver disk shaped object silently suspended in mid air positioned at a downward slant ot very far from the treeline.,8/7/07
7/10/81,Cape Cod,MA,Light,All night,Bullseye-shaped rings of light in a triangle formation over Cape Cod.,10/19/11
6/30/81,Raynham,MA,Disk,2 min.,Saw a silver disk shaped object suspended in the sky at a downward slant two nights in a row,8/7/07
6/30/81,Webster,MA,Other,2:00,Lake side beach. Webster mass,9/24/12
6/1/81,New Bedford,MA,Disk,15 minutes,NEW BEDFORD MASS. UFO 1981,12/2/00
4/25/81,Bridgewater,MA,Triangle,7 to 10 minutes,"I'm sorry I am so late in reporting this.  My husband and I rarely talked about it to each other after the incident, which was short in",11/26/03
12/30/80,Chicopee,MA,Diamond,5 minutes,Black diamond with green lights lands on porch roof,10/31/03
8/12/80,Taunton,MA,Disk,unkown,disk witnessed by parents over taunton mass main street 1980,12/23/02
7/7/80,Hudson,MA,Unknown,two minutes,Back in the summer of 1980 I was dating a girl in Hudson MA.  She was taking a long time getting ready to go out for the evening so I w,10/30/06
3/15/80,Wayland,MA,Light,approx 30 seconds,"Bright yellow light  accelerates above road in Wayland, MA to a high speed noiselessly.",3/11/06
1/1/80,Chicopee,MA,Diamond,5 minutes,"I heard a noise like thunder, went to the kitchen window and saw a black diamond-shaped craft hovering over the porch.",2/16/00
8/1/79,Springfield/Longmeadow,MA,Rectangle,2-3 minutes, it ran through colors like I have never seen,12/23/02
7/1/79,Whitman,MA,Disk,about 1minute,I was walking my dog up our front walk that's when I saw this huge round thing with lights hovering between two trees..,1/17/04
7/1/79,Whitman,MA,Disk,1minute,As I was walking my dog up our front walk that,1/17/04
6/1/79,Whitman,MA,Sphere,minute,a bluish white ball of light  that moved with out a sound,5/14/02
11/15/78,West Tibury,MA,Disk,8 min.,"circular light pattern at about 30,000 ft.",2/14/08
9/28/78,Chelmsford,MA,Disk,15 min,1 mother ship with her smaller ones,8/7/07
8/15/78,Heath,MA,Circle,several minutes,"Parked in car on isolated road, object with flashing lights desended over the car.",1/17/04
8/15/78,Cape Cod,MA,Other,5 mins,The face in the window was scary as well as amazing!,2/1/07
7/15/78,Weston,MA,Disk,15 minutes,daughter's abduction,4/27/07
6/30/78,New Bedford,MA,Fireball,not sure,Fireball  possible abductee tests done? took me 27 years to come to terms!!,2/14/06
6/15/78,Lowell,MA,Cigar,2 min,"In summer of 1978 @ age 7,I looked out my third floor window and saw a steadily and slowly moving hot-dog shaped object,red-orange sun-",1/22/00
6/15/78,Boston,MA,Sphere,5 minutes,It was gold and round about the size of a golfball.,5/13/03
6/1/78,North Adams,MA,Sphere,1/2 min,"Hi This is a sighting my mother had of a UFO, it was on a Monday  in 1978 in a small town called North Adams Massachusetts. The time wa",2/18/01
5/10/78,Sandwich,MA,Triangle,5 Minutes,Irregularly-shaped large elongated triangle with blue after-glow seen soundlessly moving over Cape Cod.,10/30/06
5/5/78,Gardner,MA,Oval,3/4 minutes,"At the time I was six years old.  It was light outside and I looked out our bay window and almost at eye level, I noticed what at first",10/7/03
4/4/78,Natick,MA,Sphere,10 minutes,"GIANT UFO - Natick, MA ...Route 9 behind CAR WASH****MORE FOLLOW-UP INFO****April 1978",10/8/07
4/4/78,Natick,MA,Sphere,15 Minutes,"GIANT UFO - Natick, MA on Route 9 behind CAR WASH - either 1977 or 1978 additional confirmation.",10/30/06
4/4/78,Natick,MA,Sphere,8 minutes,"GIANT UFO - Natick, MA on Route 9 behind CAR WASH - either 1977 or 1978.",11/3/05
3/1/78,Stoughton,MA,Other,1 minute,It was the day after the Blizzard of 78 in Massachusets,10/12/01
2/15/78,Waltham,MA,Unknown,5 minutes,Stars or satellites change places in the sky.,7/4/12
12/28/77,Worcester,MA,Disk,15 sec,We observed a 60-80 ft diameter metalic craft (disk shaped- flat on top)move by us at 70 ft high & 100 yards of dista-nce.,2/22/02
6/30/77,Cambridge,MA,Other,10 minutes,What is described as the Dover Demon I 100 percent saw no question with 4 other people,6/23/10
6/24/77,Boston,MA,Sphere,10-15 min.,Boston Harbor light show,10/8/07
6/15/77,Otis (Reservoir),MA,Disk,20 min,"60-80 ft in diameter, disc shaped, flat on top, red and green lights underneath.",5/27/03
11/15/76,Taunton,MA,Fireball,approx. 15 mins,"Large orange/yellow sphere w/pulsating energy  imploded , disappeared then seemed to exploded returning to preious shape but larger.",7/23/00
7/15/76,Leominster,MA,Unknown,5-7 minutes,Bright beam of light with faint sound.,10/10/11
7/15/76,Medford,MA,Disk,20 seconds,Disk-Shaped silver craft glided over my home.,7/3/15
6/30/76,Cambridge,MA,Diamond,1 minute,"Jefferson Park, Cambridge Mass, 2 children sight 50ft craft-speak about it 30+years later",8/21/11
6/15/76,Winchester,MA,Circle,5 minutes,IT WAS SHOCKINGLY ENORMOUS,5/27/03
6/5/76,Holyoke,MA,Disk,15 secs,a disk flew over a group of girls in 1976,11/20/02
1/20/76,Millis,MA,,,Crashed UFO in Ma?,4/16/05
12/21/75,North Attleboro,MA,Sphere,15 minutes,"Outline of the craft clearly seen, rotating lights, no noise, slowly moving south",12/20/00
11/15/75,Townsend,MA,Circle,20 minutes,Bright object resembling a full moon with strobe like chaser lights going around the bottom. Used a spot light then left.,10/30/06
8/17/75,Dalton,MA,Circle,15 minutes,I was about 12 years old when this event happened. I walked into my yard at about 11 o'clock when all of a sudden everything became ext,3/19/09
8/15/75,Beverly,MA,Disk,2 min,Large hovering disk with lights over Beverly Commons Cemetary,12/7/06
7/20/75,Blackstone,MA,Disk,15 minutes,On a clear sunny day we observed a round black-appearing stationary disk near a cloud overhead for five minutes when it accelerated,4/16/05
6/20/75,Bedford,MA,Light,5 minutes,"saw one flashing light in sky similar to aircraft lights on wings, saw 3 other similar lights flashing, all came together as one, took",8/30/99
6/1/75,Milford,MA,Disk,15 seconds,saucer shaped craft closely and clearly viewed for 15 seconds before disappearing in a streak at an incredible rate of speed,3/19/09
1/13/75,Uxbridge,MA,Light,5 - 10 mins.,"Was driving South on Route 146 through Uxbridge, MA (Approx. 5 miles N of the Rhode Island border.) I was alone. Observed a bright whit",4/2/99
10/10/74,Hudson,MA,Other,45 Minutes,Not sure of the eact month or year of this sighting but it was in the fall of 74 or 75. Was walking home around dusk and saw a bright l,8/10/99
8/1/74,Grafton,MA,Circle,10 mins.,Circular silver object with bright lights hovered over our heads at tree top level before whooshing off,7/19/10
7/27/74,Cohasset,MA,Light,15 minutes,"Satellite like- bright object, ultra high speed, erratic behavior, 2 separate years, same place, same general time.",4/27/07
7/20/74,Salem,MA,Cigar,5 minutes,This story is very familar with an experance me and about 8 of my friends saw about 30 years ago on Boston Street Salem Mass.We sti,9/2/05
7/7/74,Boston,MA,Circle,5-8 minutes,I was on the wheel of a 38' cabin cruiser with two friends on a cruise down Boston Harbor at about 2100 hrs. The harbor reflected the l,4/1/01
6/30/74,Kingston,MA,Disk,10 min,Saucer emits beams of light,1/31/11
6/15/74,Kingston,MA,,15 min,Saucer with red blue green spinning lights emitting beam of light to ground.,12/12/09
6/15/74,Bellingham,MA,Other,5 min,"The craft was about 30 to 40 feet in lenght, and about 20 feet above the ground. The trees and brush below it were pushed down and away",12/2/00
8/1/73,Scituate,MA,Triangle,15 min,"This Diamond shape object hovererd on one spot for 15 or more min and was seen by many people, it was mentioned in the paper etc. It se",1/28/99
6/22/73,Hinsdale,MA,Disk,10 Minutes,"Witness large disk spin, move forward and disappear into thin air.",12/12/09
6/6/73,Brockton,MA,Sphere,dont know,Flashing Lights and Spacecraft landed,11/28/07
7/21/72,Wayland,MA,Light,10-12 min,"Brilliant lights in the sky 100 fee directly overhead on a dead quiet nite,Without a sound,Nothing.",10/11/05
3/15/72,Millers Falls,MA,Unknown,2 minutes,Alien sighting,4/1/01
10/29/71,Holliston,MA,Unknown,1 minute,"Fast moving bright light that hovered and bolted in non typical directions and speed; Holliston, Ashland, Framingham; fall 1971 or 1972",12/2/13
6/15/71,Brockton,MA,Disk,one hour,The Sighting,8/14/07
4/14/71,Dennis,MA,Unknown,10 seconds,A ufo crashes into lake.,8/16/02
1/7/71,Tewksbury,MA,,5 Seconds,Nothing in nature or manmade could have produced this light on the same night as other sightings in the area.,12/2/00
12/15/70,Newton Centre,MA,Other,3-5 seconds,Vertical trapazoid having a glowing pale yellow cloor and gliding across the sky with a wallowing motion.,8/24/10
7/15/70,Pittsfield,MA,Light,15-20 minutes,I was fortunate to have witnessed 2 unidentified objects over a 15-20 minute period in Western MA around 1970.,6/6/00
7/15/70,Indian Orchard,MA,Unknown,2 minutes,An extra star in the big dipper's handle.,7/5/05
6/1/70,Medford,MA,Oval,2 times,round white saucer with lights on the bottom and made no sound.,11/8/03
9/1/69,Walpole,MA,Oval,5 minutes,The object just hovered for a few minutes without making sound.  There was no movement in the trees and the silence was deafening.,1/17/04
6/30/69,Holliston,MA,,,"1960's / Holliston, MA / Oblong-Shape / 5 minutes? / Large Oblong shape emits smaller bright lights that emerge then return to craft",2/1/07
10/25/68,Springfield,MA,Disk,5 Minutes,"Unexpected siting of a disk shaped object fully illuminated by bright, circling lights around this object",9/29/04
10/1/68,Boston,MA,Cigar,20 minutes,"as i woke up in the early morning a bright redish orange light bathed the living room,at first i thought it was a fire but the light wa",12/16/05
7/15/68,Marion (Silver Shell Beach),MA,Other,10 mins,When I was 8 years old I saw a grayish blue box maybe 150 to 200 feet in the air.There seemed to be a door or square opening with s,5/12/09
7/4/68,Otis Air Force Base,MA,Light,20 minutes,A high-altitude point-source of light was observed by telescope and binoculars for 15-20 min. by Air Force pilot officers from ground l,9/12/99
7/4/68,Otis Air Force Base,MA,Light,over 1 hour,Date correction of original sighting report (1968 not 1969) of  UFO  over Otis AFB;  F-4s chased off UFO.,11/28/07
6/30/68,Auburn,MA,Other,12 minutes,UFO sighting outside of window hovering 25 feet away,10/30/12
6/12/68,Shrewsbury,MA,Rectangle,2min,((HOAX??))  CRAFT WAS SQUARE LIKE A WINNABAGO BLACK NO NOISE DIDNT MOVE FOR OVER 2MIN WAS CLOSE LESS THAN QUARTER OF A MILE,8/7/07
8/20/67,Edgartown,MA,Sphere,1-1/2 MINUTES,WHITE SPHERE STOPS OVER HOUSE,10/30/06
8/15/67,Westford,MA,Unknown,20 min,It appeared to be a satellite until it descended over us at a low altitude and just hovered at 500ft until it ascended and continued on,1/10/09
2/15/67,Andover,MA,Light,1 minute,High altitude point of light makes high speed instantaneous 90 degree turn and  accelerates rapidly,1/27/05
7/15/66,Springfield,MA,Other,10 min.,U.F.O. sighting was astronomic in size as to blot out the sky on all horizons.,7/23/00
7/15/66,Dracut,MA,Circle,20 MINS.,A real U.F.O. on the roof.,4/27/04
7/1/66,Malden,MA,Sphere,30+min.,"blue-white star, larger than any other in sky-- making regular 90' turns- for over 30 min.'s",6/12/02
4/15/66,Hingham,MA,Oval,30 seconds,"Craft came down from clouds and hovered above trees, no sound, covered with large lights, one blinking light underneath, very large cra",5/24/99
4/1/66,New Braintree,MA,Circle,~ 30 minutes,"A large red glowing ""plasma cloud"" appeared over the woods, then at least 11 smaller white circular objects were seen.",4/1/01
11/1/65,Billerica,MA,Cigar,20 minutes,Cigar shaped craft shines spotlight for me to walk towards it,1/10/09
10/24/65,Danvers,MA,Egg,not certain,"whirring, egg shaped, and about a mile away  from  a nike -zeus  instillation",3/19/09
10/16/65,Beverly,MA,Cylinder,1 minute,"Possible ufo sighting 1965-1966 Beverly, MA.",6/27/11
8/20/65,Rutland,MA,Cigar,5 minutes,"No longer a bright white, but had turned to a radiant pulsating red hue.",7/26/02
8/7/65,South Yarmouth,MA,Light,1 minute,"on aug 07 1965 ,i was 16 . playing baseball with approx 16 others .looking to the east i observed three spots of intense light at appro",2/22/02
7/15/65,Pittsfield/Adams,MA,Disk,Several Occasions,UFO Spotted on Mt. Greylock in 1960's. Saucer and some kind of a seperate long white light.,6/18/03
7/7/65,Hudson,MA,Light,30-45min,"Sighting of many craft by multiple witnesses on multiple nights, a demonstration.",3/10/11
6/15/65,Medford,MA,Oval,5 Minutes,At the Medford Drive in early or mid 60's. Slow moving flying object infront of screen for about 5 minutes.,10/15/02
